ID,User,rating,date,review,type,sentiment
4,se97o594mo,5,"2024-08-04 15:13 | Phân loại hàng: - XÁM TITAN,L(59-68kg,1m63-1m72)","Chất liệu: cotonMàu sắc: Hồng , xám titanĐúng với mô tả: đúng như trên hình và giới thiệuHàng về tay ưng lắm nha , màu đẹp, vải mịn mặc mát , hình in sắc nét .",normal,"{'positive':100%,'negative':0%}"
4,c*****4,5,"2024-08-08 15:24 | Phân loại hàng: - RÊU MOSS,M(40-58kg,1m40-1m62)",Màu sắc: xinhChất liệu: okĐúng với mô tả: okgiao hàng hơi lâu nhma giá rẻ nên đợi cũng oke nên mua 0:28,normal,"{'positive':75%,'negative':25%}"
4,auynguyenhongnhi,5,"2024-08-07 19:26 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)","Đúng với mô tả: đúngMàu sắc: đenChất liệu: cottonÁo đẹp , hình in sắc nét, 1m65 46kg mặc M là vừa đẹp ạ",normal,"{'positive':100%,'negative':0%}"
4,v34tkzjz0r,5,"2024-08-09 00:05 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)",Chất liệu: tamMàu sắc: đenĐúng với mô tả: đúngChất lần này thấy không mềm mát dày như lần trước nhị Hơi nóng Nhưnh vẫn khá đẹp Khum biết có thấm hút tốt không 0:21,normal,"{'positive':40%,'negative':60%}"
4,mplqrd9irk,5,"2024-08-10 17:14 | Phân loại hàng: - HỒNG PASTEL,L(59-68kg,1m63-1m72)","Ảnh minh hoạ . Shop giao hàng nhanh , áo đẹp lắm nha . Quả là ko phí tiền. 0:07",normal,"{'positive':100%,'negative':0%}"
4,c*****4,5,"2024-08-08 15:23 | Phân loại hàng: - HỒNG PASTEL,M(40-58kg,1m40-1m62)",Đúng với mô tả: okChất liệu: okMàu sắc: okgiao hàng hơi lâu size M mà thấy bự lắm giá rẻ nên mua thì đợi cũng oke 0:17,normal,"{'positive':60%,'negative':40%}"
4,mplqrd9irk,5,"2024-08-10 13:53 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)",0:06,normal,"{'positive':50%,'negative':50%}"
4,linhgia23,5,"2024-08-06 19:51 | Phân loại hàng: - ĐEN,XL(69-85kg,1m72-1m85",,normal,
4,zt9xvp_kuo,5,"2024-08-08 16:13 | Phân loại hàng: - XÁM TITAN,L(59-68kg,1m63-1m72)",,normal,
4,nobinobita970,5,"2024-08-09 21:45 | Phân loại hàng: - ĐEN,L(59-68kg,1m63-1m72)",,normal,
