ID,User,rating,date,review,type
4,se97o594mo,5,"2024-08-04 15:13 | Phân loại hàng: - XÁM TITAN,L(59-68kg,1m63-1m72)","Chất liệu: cotonMàu sắc: Hồng , xám titanĐúng với mô tả: đúng như trên hình và giới thiệuHàng về tay ưng lắm nha , màu đẹp, vải mịn mặc mát , hình in sắc nét .",normal
4,c*****4,5,"2024-08-08 15:24 | Phân loại hàng: - RÊU MOSS,M(40-58kg,1m40-1m62)",Màu sắc: xinhChất liệu: okĐúng với mô tả: okgiao hàng hơi lâu nhma giá rẻ nên đợi cũng oke nên mua 0:28,normal
4,auynguyenhongnhi,5,"2024-08-07 19:26 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)","Đúng với mô tả: đúngMàu sắc: đenChất liệu: cottonÁo đẹp , hình in sắc nét, 1m65 46kg mặc M là vừa đẹp ạ",normal
4,v34tkzjz0r,5,"2024-08-09 00:05 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)",Chất liệu: tamMàu sắc: đenĐúng với mô tả: đúngChất lần này thấy không mềm mát dày như lần trước nhị Hơi nóng Nhưnh vẫn khá đẹp Khum biết có thấm hút tốt không 0:21,normal
4,mplqrd9irk,5,"2024-08-10 17:14 | Phân loại hàng: - HỒNG PASTEL,L(59-68kg,1m63-1m72)","Ảnh minh hoạ . Shop giao hàng nhanh , áo đẹp lắm nha . Quả là ko phí tiền. 0:07",normal
4,c*****4,5,"2024-08-08 15:23 | Phân loại hàng: - HỒNG PASTEL,M(40-58kg,1m40-1m62)",Đúng với mô tả: okChất liệu: okMàu sắc: okgiao hàng hơi lâu size M mà thấy bự lắm giá rẻ nên mua thì đợi cũng oke 0:17,normal
4,mplqrd9irk,5,"2024-08-10 13:53 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)",0:06,normal
4,linhgia23,5,"2024-08-06 19:51 | Phân loại hàng: - ĐEN,XL(69-85kg,1m72-1m85",,normal
4,zt9xvp_kuo,5,"2024-08-08 16:13 | Phân loại hàng: - XÁM TITAN,L(59-68kg,1m63-1m72)",,normal
4,nobinobita970,5,"2024-08-09 21:45 | Phân loại hàng: - ĐEN,L(59-68kg,1m63-1m72)",,normal
4,lam__thu,5,"2024-08-11 18:49 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)",,normal
1,nguyenvanlich,5,"2024-06-27 19:07 | Phân loại hàng: - XÁM TITAN,M(40-58kg,1m40-1m62)","Chất liệu: cottonĐúng với mô tả: giống hìnhMàu sắc: xámÁo đẹp lắm nha giống mẫu,chất lượng phù hợp với giá thành nè☺️lsau sẽ còn qlai tiếp 0:05",normal
1,hgiang88888,5,"2024-06-10 12:31 | Phân loại hàng: - BE,L(59-68kg,1m63-1m72","Chất liệu: tốtMàu sắc: beĐúng với mô tả: chuẩnÁo đẹp còn tem mác đầy đủ,chất vải thì dày dặn,mềm mịn,chi tiết may không có lỗi hay thừa chỉ,quá ổn số với giá tiền 0:16",normal
1,n*****1,5,"2024-07-10 11:23 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)","Đúng với mô tả: đúngMàu sắc: đenGiao hàng nhanh, shipper thân thiện, áo đúng size, shop tư vấn nhiệt tình, lần sau sẽ ủng hộ shoppp 0:15",bot
1,pdthien1402,5,"2024-07-02 17:47 | Phân loại hàng: - HỒNG PASTEL,M(40-58kg,1m40-1m62)",Chất liệu: depĐúng với mô tả: dungMàu sắc: hongÁo đẹp hơn mong đợi luôn ấy. Vải dày dặn mà ko nóng đâu nha. Đường may đẹp kin kít luôn. Đáng tiền lắm nhé mọi người. Giao hàng 3 ngày ạ 0:22,normal
1,9cicnvv813,5,"2024-07-04 16:55 | Phân loại hàng: - ĐEN,L(59-68kg,1m63-1m72","Màu sắc: đenĐúng với mô tả: áo dày dặnÁo dày dặn , sờ chất mịn đúng với hình ảnh minh họa. Sẽ quay lại ủng hộ shop típ",normal
1,tpthao2901,5,"2024-07-08 23:01 | Phân loại hàng: - ĐEN,XL(69-85kg,1m72-1m85",Chất liệu: okMàu sắc: denĐúng với mô tả: dungSp oke Phu hop vs Gia tien nen mua nha man cái tuổi chênh vênh này chạm vào đâu cũng thấy dang dở 0:07,normal
