ID,User,date,review,rating,type,sentiment,shop_id
1,duc162001,"2024-05-09 14:55 | Phân loại hàng: Đen,M","Chất liệu: áo thunMàu sắc: đenCổ áo dày dặn nha, mình thấy kh bị nhão. Họa tiết thêu dễ thương Có màu trắng nữa thì mình sẽ mua thêm",5.0,normal,"{'positive':40%,'negative':60%}",8YO
1,qjnzxnjfhd,"2024-04-10 08:55 | Phân loại hàng: Kem,M","Đúng với mô tả: đúng, đẹpChất liệu: vải mềmMàu sắc: đen và beÁo giống vs ảnh của shop, đẹp, vải mặc mát, đẹp, đáng mua, giao nhanh, vải siu co giãn, k mỏng",5.0,normal,"{'positive':100%,'negative':0%}",8YO
1,diulinhnguynth935,"2024-03-31 09:16 | Phân loại hàng: Đen,M",Đúng với mô tả: đúngMàu sắc: đenMua ở shop này thì khỏi lo nữa rồi Hình là thêu chứ không phải là in đâu nha Vải xịn lắm Mình m55 40kg mặc size M đúng áo phông luôn,5.0,normal,"{'positive':95%,'negative':5%}",8YO
1,5*****k,"2024-05-02 12:37 | Phân loại hàng: Đen,L",,5.0,normal,,8YO
1,n*****3,"2024-05-09 18:00 | Phân loại hàng: Đen,M",,5.0,bot,,8YO
1,liu7v2h3ha,"2024-04-25 12:27 | Phân loại hàng: Kem,L","Màu sắc: kemChất liệu: vảiĐúng với mô tả: đúngÁo đẹp lắm nha, mặc vừa mà chất vải không nóng đâu, hình thêu đẹp mặc thích lắm. Mình m65 mặc size L thoải mái lắm, nên mua nhé",5.0,normal,"{'positive':95%,'negative':5%}",8YO
1,q2g_y1k5li,"2024-05-21 19:53 | Phân loại hàng: Kem,M","Chất liệu: vải cũng dày dặn, from đẹp, hình thêu đẹp, không có chỉ thừa, ở ngoài áo đẹp lắm nhaaĐúng với mô tả: giống như hình, nên mua nha mọi ngườiMàu sắc: màu kemÁo đẹp lắm luôn áaa , tag mac đầy đủ, đóng gói cẩn thận, giao hàng nhanh, hình là hình thêu nha",5.0,normal,"{'positive':100%,'negative':0%}",8YO
1,hma.08032003,"2024-05-10 11:32 | Phân loại hàng: Đen,M","Chất liệu: cottonMàu sắc: đenĐúng với mô tả: đúngGiao hàng nhanh đóng gói cẩn thận, áo vải mát hình thêu dễ thương 100000 điểm nên mua nha",5.0,normal,"{'positive':95%,'negative':0%}",8YO
1,1pjohow46i,"2024-06-25 09:49 | Phân loại hàng: Hồng,L","Đúng với mô tả: vải mịn đường mai sắc nétChất liệu: mềm mịnMàu sắc: hồngđặt đúng size nhé mặc vô lên from lắmm,đẹp kinh khủng",5.0,normal,"{'positive':100%,'negative':0%}",8YO
1,13_h00kuup,"2024-07-12 16:53 | Phân loại hàng: Đen,L","Đúng với mô tả: đúngMàu sắc: đenChất liệu: cottonĐẹp nha mọi ngừi, với hơn 100k mua đc cái áo như zạy là ưng ròi 👍🧡",5.0,normal,"{'positive':90%,'negative':0%}",8YO
