User,rating,date,review
nhwquynnk,"5 Sao (13,6k)","2023-05-02 17:44 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)","nhwquynnk2023-05-02 17:44 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)Màu sắc: beĐúng với mô tả: 9/10Chất liệu: cottonáo xinh lắm luon á mn ơi, anh shipper thân thiện vui tính lắm. Áo xinh cực luon vãi áo k mỏng đâu mn mình m49 mặc sz m là vừa r luon ấy 0:14     phản hồi của Người BánCảm ơn những phản hồi đầy dễ thương của Bạn ạ! Những đánh giá của bạn là động lực để Cloudzy cải thiện và phục vụ khách hàng tốt hơn nữa. Cloudzy mong sẽ được phục vụ bạn trong các đơn hàng tiếp theo. 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁398báo cáo"
q*****5,"5 Sao (13,6k)","2023-06-24 10:05 | Phân loại hàng: - XÁM SMOKE,M(40-58kg,1m40-1m62)","q*****52023-06-24 10:05 | Phân loại hàng: - XÁM SMOKE,M(40-58kg,1m40-1m62)Đúng với mô tả: đúngMàu sắc: xámChất liệu: thun cottonSốp giao hàng cực nhanh luôn, đóng gói rất đẹp, áo rất thơm luôn.
Áo lên form đẹp lắm, màu và chữ in cũng đẹp nữa. 
Mình 1m66, 55kg mặc M vừa y luôn. 0:15    phản hồi của Người BánCảm ơn những phản hồi đầy dễ thương của quanhmai715 ạ! Những đánh giá của bạn là động lực để Cloudzy cải thiện và phục vụ khách hàng tốt hơn nữa. Cloudzy mong sẽ được phục vụ bạn trong các đơn hàng tiếp theo. 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁147báo cáo"
p*****3,"5 Sao (13,6k)","2023-12-10 16:39 | Phân loại hàng: - TRẮNG,M(40-58kg,1m40-1m62)","p*****32023-12-10 16:39 | Phân loại hàng: - TRẮNG,M(40-58kg,1m40-1m62)Màu sắc: trắngĐúng với mô tả: đúngChất liệu: vảiáo siêu xinh luôn nha mng, form đẹp, hình in nhìn xịn lắm, chất vải khá dày, mình cao m6 nặng 42kg áo qua mông nha mng, nên mua, giao hàng siêu nhanh, shipper thân thiệnn, sẽ ủng hộ shop tiếp!! 0:21     phản hồi của Người Bán❤ Cloudzy cảm ơn phngsong703 đã tin tưởng và sử dụng sản phẩm của shop. Những đánh giá của bạn là động lực để shop cải thiện và phục vụ khách hàng tốt hơn nữa. Cloudzy mong sẽ được phục vụ bạn trong các đơn hàng tiếp theo. Shop kính chúc quý khách hàng nhiều sức khỏe và niềm vui😘. 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁112báo cáo"
lc66hcmkni,"5 Sao (13,6k)","2023-06-04 09:33 | Phân loại hàng: - BE,L(59-68kg,1m63-1m72)","lc66hcmkni2023-06-04 09:33 | Phân loại hàng: - BE,L(59-68kg,1m63-1m72)Đúng với mô tả: vải đẹpMàu sắc: màu dakhông ngờ áo đẹp vậy luôn í, from cũng đẹp, giao hàng nhanh, vải mát lắm á 0:08     phản hồi của Người BánCảm ơn những phản hồi đầy dễ thương của Bạn ạ! Những đánh giá của bạn là động lực để Cloudzy cải thiện và phục vụ khách hàng tốt hơn nữa. Cloudzy mong sẽ được phục vụ bạn trong các đơn hàng tiếp theo. 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁129báo cáo"
Người dùng Shopee,"5 Sao (13,6k)","2023-07-31 12:39 | Phân loại hàng: - BE,L(59-68kg,1m63-1m72)","Người dùng Shopee2023-07-31 12:39 | Phân loại hàng: - BE,L(59-68kg,1m63-1m72)Không có gi để chê 1m65 nặng 42kg chùm mông đeph nha do minh gầy nên thấy rộng rộng thich vai á nói chung cổ bo chun hình in sắc nét minh sẽ đều đều mua shop này hêhhehhe 0:20    phản hồi của Người BánCảm ơn những phản hồi đầy dễ thương của ngyennhu123 ạ! Những đánh giá của bạn là động lực để Cloudzy cải thiện và phục vụ khách hàng tốt hơn nữa. Cloudzy mong sẽ được phục vụ bạn trong các đơn hàng tiếp theo. 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁151báo cáo"
n*****0,"5 Sao (13,6k)","2023-09-11 15:57 | Phân loại hàng: - TRẮNG,M(40-58kg,1m40-1m62)","n*****02023-09-11 15:57 | Phân loại hàng: - TRẮNG,M(40-58kg,1m40-1m62)Chất liệu: okMàu sắc: whiteĐúng với mô tả: okChaats liệu ko hoàn là toàn cotton đâu ạ, cơ mà tầm giá này thì rất là oke rồi nhé
Ship cũng nhanh nữa
Áo ko có chỉ thừa
Phần sau lưng còn được may logo xịn xò lắm
M6 mặc size M vừa đẹp luôn ạ 0:07  phản hồi của Người Bán♥️ Cloudzy rất vui khi mang lại sự hài lòng cho quý khách hàng. Cảm ơn nocnoc.310 đã tin tưởng mua hàng tại shop. Hy vọng được phục vụ bạn trong những đơn hàng tiếp theo ạ. Chúc bạn và gia đình nhiều niềm vui và sức khoẻ ạ. 😘 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁60báo cáo"
n*****7,"5 Sao (13,6k)","2023-06-05 15:14 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)","n*****72023-06-05 15:14 | Phân loại hàng: - ĐEN,M(40-58kg,1m40-1m62)giao hàng nhanh
shop dthg
chất vải mặc mát, co dãn và dày vừa phải
hình in cute
form áo đúng xịn
đóng gói kỹ 
nói chung là siu thích chiếc áo nì
10 đỉmmmmm 0:11    phản hồi của Người Bán♥️ Cloudzy rất vui khi mang lại sự hài lòng cho quý khách hàng. Cảm ơn bạn đã tin tưởng mua hàng tại shop. Hy vọng được phục vụ bạn trong những đơn hàng tiếp theo ạ. Chúc bạn và gia đình nhiều niềm vui và sức khoẻ ạ. 😘 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁46báo cáo"
l8p21ym0jm,"5 Sao (13,6k)","2023-07-25 12:37 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)","l8p21ym0jm2023-07-25 12:37 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)áo xinh cực lun í ạ 💓 shop giao hàng nhanh, chất áo tốt và lên form 1m56 tui thì cũng đẹp lắm ắ, tui gầy nên cũng mua sz M thoai mà mặc ưng lắm! 10 đỉmm 🫶🏻 0:06  phản hồi của Người Bán♥️ Cloudzy rất vui khi mang lại sự hài lòng cho quý khách hàng. Cảm ơn l8p21ym0jm đã tin tưởng mua hàng tại shop. Hy vọng được phục vụ bạn trong những đơn hàng tiếp theo ạ. Chúc bạn và gia đình nhiều niềm vui và sức khoẻ ạ. 😘 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁40báo cáo"
n*****y,"5 Sao (13,6k)","2023-07-10 21:28 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)","n*****y2023-07-10 21:28 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)Shop chuẩn bị hàng và giao hàng khá nhanh đóng gói cẩn thận và đẹp mắt 
Chất mềm mịn fom áo cx đẹp nữa 
Mn nên mua nha 🥰 0:09   phản hồi của Người Bán♥️ Cloudzy rất vui khi mang lại sự hài lòng cho quý khách hàng. Cảm ơn 0uqew18nb7 đã tin tưởng mua hàng tại shop. Hy vọng được phục vụ bạn trong những đơn hàng tiếp theo ạ. Chúc bạn và gia đình nhiều niềm vui và sức khoẻ ạ. 😘 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁29báo cáo"
41f7ez6ajx,"5 Sao (13,6k)","2023-10-29 11:49 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)","41f7ez6ajx2023-10-29 11:49 | Phân loại hàng: - BE,M(40-58kg,1m40-1m62)Đúng với mô tả: ĐúngChất liệu: CottonMàu sắc: Quả mơChất liệu sản phẩm và tốc độ giao hàng khỏi chê nhé, shop đóng góp rất cẩn thận và áo cũng đúng form, nên mua 0:07     phản hồi của Người Bán♥️ Cloudzy rất vui khi mang lại sự hài lòng cho quý khách hàng. Cảm ơn 41f7ez6ajx đã tin tưởng mua hàng tại shop. Hy vọng được phục vụ bạn trong những đơn hàng tiếp theo ạ. Chúc bạn và gia đình nhiều niềm vui và sức khoẻ ạ. 😘 🎁Thân tặng bạn món quà ở sản phẩm tiếp theo ạ🎁32báo cáo"
