User,rating,date,review
nguyenbachboilinh,5 Sao (426),"2024-04-05 20:00 | Phân loại hàng: Đen,L","nguyenbachboilinh2024-04-05 20:00 | Phân loại hàng: Đen,LĐúng với mô tả: đúngChất liệu: vảiMàu sắc: đenGiao hàng nhanh, đóng gói cẩn thận, áo in đẹp, sắc nét, chuẩn size, mặc thoải mái. 0:04  phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.

8báo cáo"
lanngocnguyenlung,5 Sao (426),"2024-04-11 14:21 | Phân loại hàng: Đen,XL","lanngocnguyenlung2024-04-11 14:21 | Phân loại hàng: Đen,XLChất liệu: thunMàu sắc: đenĐúng với mô tả: đúngĐẹp nha đúng gu mua đợt sale nên rất hài lòng lần sau sẽ ghé tiếp anh em ghé mua nhe 🌹🌹 0:05 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.
4báo cáo"
t*****3,5 Sao (426),"2024-04-09 15:56 | Phân loại hàng: Kem,L","t*****32024-04-09 15:56 | Phân loại hàng: Kem,LMàu xinh nha, áo vải dày cầm chắc tay, săn live giá oke quá luôn. Mình m6 58kg muốn mặc rộng nên lấy size L chứ mn mặc size M cũng vừa rồi á 0:04 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ3báo cáo"
mayyhi22,5 Sao (426),"2024-04-03 16:11 | Phân loại hàng: Kem,M","mayyhi222024-04-03 16:11 | Phân loại hàng: Kem,MĐúng với mô tả: ddusng chuaarnChất liệu: vải gì k biết nhưng sờ thấy cũng ổn oklaMàu sắc: trắng kem mix hồng cute cuteQuá chuẩn đét xinh xẻo 0:05 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.
3báo cáo"
ohn__aaaa,5 Sao (426),"2024-03-26 10:42 | Phân loại hàng: Kem,M","ohn__aaaa2024-03-26 10:42 | Phân loại hàng: Kem,MMàu sắc: màu kemáo vải dày dặn, đẹp, y như hình 
với cả giao nhanhh lắm.. 0:10 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.5báo cáo"
dnglngth,5 Sao (426),"2024-05-31 09:17 | Phân loại hàng: Đen,L","dnglngth2024-05-31 09:17 | Phân loại hàng: Đen,LĐúng với mô tả: đúngChất liệu: đúngMàu sắc: đenÁo đẹp nên mua sau mua tiếp áo quá đẹp tuyệt vời oke  phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.1báo cáo"
loanphuong112233,5 Sao (426),"2024-04-02 17:42 | Phân loại hàng: Đen,M","loanphuong1122332024-04-02 17:42 | Phân loại hàng: Đen,MĐúng với mô tả: đúngMàu sắc: đenÁo đẹp vải cũng đẹp giao hàng nhanh 2 ngày là nhận được 0:07 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.hữu ích?báo cáo"
d*****o,5 Sao (426),"2024-04-11 12:15 | Phân loại hàng: Đen,L","d*****o2024-04-11 12:15 | Phân loại hàng: Đen,LHàng của shop mình đã nhận được shop giao hàng nhanh, dịch vụ vận chuyển nhanh, nhân viên giao hàng thân thiện, hàng y hình, đánh giá shop năm sao sẽ ủng hộ shop dujjj phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.
1báo cáo"
l*****6,5 Sao (426),"2024-04-07 11:48 | Phân loại hàng: Đen,L","l*****62024-04-07 11:48 | Phân loại hàng: Đen,LÁo đẹp chất đẹp shop uy tín shipper siêu nhiệt tình siêu thân thiện giao hàng nhanh áo mỏng hơn những lần trc mk mua của shop 0:07   phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.2báo cáo"
k*****2,5 Sao (426),"2024-05-11 22:46 | Phân loại hàng: Đen,XL","k*****22024-05-11 22:46 | Phân loại hàng: Đen,XLMàu sắc: den hongĐúng với mô tả: dungChất liệu: vai thunao minh mua tang snhat ban minh rat thich , đơn giản mà đẹp , giao hàng nhanh , giá tiền phù hợp nch mn nên mua nha  ( video mang tính chất nhận xu nên kh lq )  phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.2báo cáo"
l*****g,5 Sao (426),"2024-03-31 12:37 | Phân loại hàng: Kem,L","l*****g2024-03-31 12:37 | Phân loại hàng: Kem,LMua đồ của shop chưa lần nào thất vọng cả, mình lười đánh giá nhma riêng shop thì vẫn ngoi lên để vote 5sao 😚 0:07 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.
1báo cáo"
nguyenhuong1807,5 Sao (426),"2024-05-05 12:46 | Phân loại hàng: Kem,M","nguyenhuong18072024-05-05 12:46 | Phân loại hàng: Kem,MChất liệu: vảiMàu sắc: beĐúng với mô tả: giống với hình ảnhÁo đẹp và xinh lắm nha 
Xịn hơn trên ảnh nhiều mê quá tr shop ơi 0:16 1báo cáo"
h*****9,5 Sao (426),"2024-03-31 11:50 | Phân loại hàng: Kem,M","h*****92024-03-31 11:50 | Phân loại hàng: Kem,MĐúng với mô tả: đúng với mô tảChất liệu: vảiMàu sắc: beÁo đẹp, đóng gói khá chắc chắn, có giấy để giữ nếp áo 0:07 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.
3báo cáo"
ngaphm434,5 Sao (426),"2024-04-05 09:23 | Phân loại hàng: Kem,XL","ngaphm4342024-04-05 09:23 | Phân loại hàng: Kem,XLĐúng với mô tả: đúngMàu sắc: màu beChất liệu: vảiÁo xinh màu đẹp mà kiểu vải rất là nóng luon í:)) 0:18 phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.2báo cáo"
hongnhtnguyn081,5 Sao (426),"2024-05-03 23:37 | Phân loại hàng: Đen,XL","hongnhtnguyn0812024-05-03 23:37 | Phân loại hàng: Đen,XLOk quá áo đẹp nên mua nha mặc vào chẤT CHƠI lun kk oke thì mua đi nba 0:26phản hồi của Người Bán8YO cảm ơn bạn yêu vì đã ghé thăm và mua hàng của shop. 8YO rất cảm kích vì bạn yêu đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. 8YO hi vọng nhận được góp ý của bạn yêu trong hộp thư shopee để tụi mình cải thiện ạ.1báo cáo"
